车次ID,车站名,到达日期,到达时间,出发日期,出发时间,延误分钟
D3816,昆明南,2026-01-04,09:00,2026-01-04,09:00,0.0
D3816,弥勒,2026-01-04,09:35,2026-01-04,09:38,-1.0
D3816,普者黑,2026-01-04,10:11,2026-01-04,10:15,-1.0
D3816,珠琳,2026-01-04,10:32,2026-01-04,10:34,-1.0
D3816,广南县,2026-01-04,10:51,2026-01-04,10:53,-2.0
D3816,百色,2026-01-04,11:58,2026-01-04,12:02,-3.0
D3816,田东北,2026-01-04,12:27,2026-01-04,12:29,0.0
D3816,平果,2026-01-04,12:49,2026-01-04,12:52,1.0
D3813,南宁,2026-01-04,13:31,2026-01-04,13:35,-1.0
D3813,南宁东,2026-01-04,13:46,2026-01-04,13:51,0.0
D3813,宾阳,2026-01-04,14:16,2026-01-04,14:18,0.0
D3813,平南南,2026-01-04,15:01,2026-01-04,15:03,4.0
D3813,藤县,2026-01-04,15:22,2026-01-04,15:24,5.0
D3813,梧州南,2026-01-04,15:36,2026-01-04,15:38,4.0
D3813,南江口,2026-01-04,16:01,2026-01-04,16:07,4.0
D3813,肇庆东,2026-01-04,16:37,2026-01-04,16:39,2.0
D3813,佛山西,2026-01-04,16:59,2026-01-04,17:02,1.0
D3813,广州南,2026-01-04,17:23,,,2.0
,,,,,,
G3726,广州南,2026-01-04,09:02,2026-01-04,09:02,0.0
G3726,肇庆东,2026-01-04,09:36,2026-01-04,09:38,2.0
G3726,贺州,2026-01-04,10:24,2026-01-04,10:26,0.0
G3726,阳朔,2026-01-04,10:58,2026-01-04,11:04,4.0
G3726,桂林西,2026-01-04,11:24,2026-01-04,11:28,2.0
G3726,都匀东,2026-01-04,12:43,2026-01-04,12:48,
G3726,贵阳东,2026-01-04,13:24,2026-01-04,13:28,0.0
G3726,遵义,2026-01-04,14:15,2026-01-04,14:17,0.0
G3726,桐梓东,2026-01-04,14:39,2026-01-04,14:46,0.0
G3726,重庆西,2026-01-04,15:45,2026-01-04,15:54,0.0
G3726,重庆北,2026-01-04,16:18,2026-01-04,16:22,0.0
G3726,梁平南,2026-01-04,17:14,2026-01-04,17:19,0.0
G3726,万州北,2026-01-04,17:40,2026-01-04,17:47,
G3726,奉节,2026-01-04,18:14,2026-01-04,18:16,0.0
G3726,巫山,2026-01-04,18:36,,,0.0
,,,,,,
G1,北京南,2026-01-04,07:00,2026-01-04,07:00,-2.0
G1,天津南,2026-01-04,07:31,2026-01-04,07:33,0.0
G1,南京南,2026-01-04,10:24,2026-01-04,10:26,0.0
G1,上海,2026-01-04,11:29,,,0.0
,,,,,,
D1,北京西,2026-01-04,17:59,2026-01-04,17:59,0.0
D1,石家庄,2026-01-04,20:24,2026-01-04,20:30,0.0
D1,郑州,2026-01-04,23:59,2026-01-05,00:05,-3.0
D1,武昌,2026-01-05,04:44,2026-01-05,04:50,-12.0
D1,岳阳,2026-01-05,06:47,2026-01-05,06:51,-6.0
D1,长沙,2026-01-05,08:16,,,-6.0
,,,,,,
