车次ID,车站名,到达日期,到达时间,出发日期,出发时间,延误分钟
G339,北京西,2026-01-03,12:26,2026-01-03,12:26,0
G339,石家庄,2026-01-03,13:37,2026-01-03,13:42,0
G339,鹤壁东,2026-01-03,14:43,2026-01-03,15:00,0
G339,新乡东,2026-01-03,15:16,2026-01-03,15:18,0
G339,郑州东,2026-01-03,15:38,2026-01-03,15:42,0
G339,许昌东,2026-01-03,16:04,2026-01-03,16:10,1
G339,漯河西,2026-01-03,16:26,2026-01-03,16:28,0
G339,驻马店西,2026-01-03,16:46,2026-01-03,16:48,0
G339,信阳东,2026-01-03,17:13,2026-01-03,17:16,0
G339,武汉,2026-01-03,18:00,2026-01-03,18:20,-2
G339,咸宁北,2026-01-03,18:44,2026-01-03,18:46,-1
G339,岳阳东,2026-01-03,19:17,2026-01-03,19:19,0
G339,长沙南,2026-01-03,19:54,2026-01-03,19:57,22
G339,衡阳东,2026-01-03,20:35,2026-01-03,20:37,21
G339,耒阳西,2026-01-03,20:54,2026-01-03,21:07,19
G339,郴州西,2026-01-03,21:28,2026-01-03,21:30,16
G339,广州南,2026-01-03,22:52,,,13
