车次ID,车站名,到达日期,到达时间,出发日期,出发时间,延误分钟
G5003,景德镇北,2025-08-22,08:38,2025-08-22,08:38,0.0
G5003,鄱阳,2025-08-22,08:59,2025-08-22,09:01,0.0
G5003,余干,2025-08-22,09:12,2025-08-22,09:14,0.0
G5003,进贤北,2025-08-22,09:25,2025-08-22,09:27,0.0
G5003,南昌东,2025-08-22,09:41,2025-08-22,09:50,0.0
G5003,樟树东,2025-08-22,10:24,2025-08-22,10:26,3.0
G5003,吉安西,2025-08-22,10:54,2025-08-22,10:56,6.0
G5003,于都,2025-08-22,11:46,2025-08-22,11:48,7.0
G5003,瑞金,2025-08-22,12:16,2025-08-22,12:18,7.0
G5003,长汀南,2025-08-22,12:34,2025-08-22,12:36,7.0
G5003,古田会址,2025-08-22,13:06,2025-08-22,13:08,7.0
G5003,龙岩,2025-08-22,13:24,2025-08-22,13:27,10.0
G5003,龙山镇,2025-08-22,13:53,2025-08-22,13:55,12.0
G5003,南靖,2025-08-22,14:04,2025-08-22,14:06,12.0
G5003,漳州,2025-08-22,14:21,2025-08-22,14:26,
G5003,厦门,2025-08-22,14:57,,,5.0
